"fac","subj","crsnum","longtitle"
AP,MIST,3562,"Health, Culture and ""Race"""
AP,MIST,3680,Racism in Canada
AP,MIST,4600,Research Seminar
AP,MIST,4701,Racial and Colonial Violence: Contestation and Representation
AP,MIST,4705,"Critical Race, Diaspora and Indigenous Theory"
AP,MODR,1730,Reasoning About Social Issues
AP,MODR,1760,Reasoning About Morality and Values
AP,MODR,1770,Techniques of Persuasion
AP,PERS,1000,Elementary Persian
AP,PERS,2000,Intermediate Persian
AP,PERS,2700,Persian Literature and Culture
AP,PERS,2800,Iranian Cinema: Aesthetics and Culture
AP,PERS,3000,Advanced Persian
AP,PHIL,1000,Introduction to Philosophy
AP,PHIL,1100,The Meaning of Life
AP,PHIL,2010,Origins of Western Philosophy
AP,PHIL,2015,Plato and Aristotle
AP,PHIL,2020,"Descartes, Spinoza, and Leibniz"
AP,PHIL,2025,"Locke, Berkeley and Hume"
AP,PHIL,2035,Asian Philosophical Traditions
AP,PHIL,2050,Philosophy of Law
AP,PHIL,2060,Social and Political Philosophy
AP,PHIL,2070,Introduction to Ethics
AP,PHIL,2075,Introduction to Applied Ethics
AP,PHIL,2080,"Perception, Knowledge and Causality"
AP,PHIL,2090,Introduction to the Philosophy of Religion
AP,PHIL,2100,Introduction to Logic
AP,PHIL,2110,"Truth, Theory and Superstition"
AP,PHIL,2120,Introduction to Existentialism
AP,PHIL,2130,Philosophy of Art and Literature
AP,PHIL,2160,"Minds, Brains and Machines"
AP,PHIL,2170,"Freedom, Determinism and Responsibility"
AP,PHIL,2240,Introduction to the Philosophy of Mind
AP,PHIL,2250,Philosophy of Gender and Sexuality
AP,PHIL,2420,Human Nature
AP,PHIL,3020,Ethics
AP,PHIL,3030,Metaphysics
AP,PHIL,3035,Epistemology
AP,PHIL,3082,"Marx, Marxism and Post-Marxism"
AP,PHIL,3095,Philosophy of Religion
AP,PHIL,3102,Intermediate Logic
AP,PHIL,3110,Political Philosophy
AP,PHIL,3120,Early Existentialism
AP,PHIL,3170,Philosophy of Science
AP,PHIL,3180,Conversations with African Philosophy
AP,PHIL,3195,Punishment and Responsibility
AP,PHIL,3200,Philosophy of Language
AP,PHIL,3220,Argumentation Theory
AP,PHIL,3260,Philosophy of Psychology
AP,PHIL,3265,Philosophy of Mind
AP,PHIL,3575,Introduction to Bioethics
AP,PHIL,3595,International Ethics
AP,PHIL,3690,Post-Modernist Philosophy
AP,PHIL,3750,Philosophy of Artificial Intelligence
AP,PHIL,4000,Directed Reading
AP,PHIL,4001,Directed Reading
AP,PHIL,4030,Seminar in Ancient Philosophy
AP,PHIL,4040,Seminar in Contemporary Philosophy
AP,PHIL,4070,Seminar in Moral Philosophy
AP,PHIL,4073,Seminar in Ethics: Metaethics
AP,PHIL,4075,"Life, Death, Absurdity, and Meaning"
AP,PHIL,4080,Seminar in the Philosophy of Mind
AP,PHIL,4085,Seminar in the Philosophy of Psychiatry
AP,PHIL,4090,Seminar in Metaphysics
AP,PHIL,4110,Seminar in Philosophy of Science
AP,PHIL,4125,Sem. In 19th Ce. Continental Phil.
AP,PHIL,4126,Seminar in 20th Cent. Continental Philo.
AP,PHIL,4140,Seminar in Aesthetics
AP,PHIL,4150,Professional Ethics
AP,PHIL,4180,Seminar in Political Philosophy
AP,PHIL,4185,Philosophical Perspectives on Justice
AP,PHIL,4190,Seminar in the Philosophy of Law
AP,PHIL,4220,Seminar in Argumentation Theory
AP,PHIL,4230,Seminar in Epistemology
AP,PHIL,4260,Gender and Transgender Theory
AP,PHIL,4500,Seminar in Feminist Philosophy
AP,PHIL,4900,Honours Seminar
AP,POLS,1000,Introduction to Politics: Exploring the Democratic Experience
AP,POLS,1090,"Introduction to Business, Government and Society"
AP,POLS,1200,The Politics of Law
AP,POLS,2300,Introduction to Research Methods
AP,POLS,2900,Perspectives on Politics: Classics of Western Political Thought
AP,POLS,2910,Canadian Democracy in a North American Context
AP,POLS,2940,Introduction to International Politics
AP,POLS,2950,States and Societies in the Global Context: Introduction to Comparative Politics
AP,POLS,3020,"Utopia, Power and Sovereignty"
AP,POLS,3025,A Century of Revolution
AP,POLS,3040,Modern Political Thought: Kant to Foucault
AP,POLS,3065,Political Culture of Race and Racism
AP,POLS,3070,Psychology and Politics
AP,POLS,3075,"Law, Justice and Jurisprudence"
AP,POLS,3100,"Media, Identity and Citizenship"
AP,POLS,3102,Aboriginal Politics in Canada
AP,POLS,3110,"The Process of Urban Politics I: Issues, Institutions and Ideology"
AP,POLS,3120,"Quebec: Politics, Power, and Resistance"
AP,POLS,3135,Public Law I: The Constitution and the Courts in Canada
AP,POLS,3136,Public Law II: The Charter of Rights and Freedoms and the Limits of Public Administration
AP,POLS,3140,Political Economy of Labour in Canada
AP,POLS,3175,Ontario Provincial Politics
AP,POLS,3200,Global Conflict and Security I
AP,POLS,3210,Global Conflict and Security II
AP,POLS,3240,"Multilateralism I: The United Nations, Regional Organizations and International Law"
AP,POLS,3260,War and Peace in the Middle East
AP,POLS,3262,Popular Culture and International Politics
AP,POLS,3270,Global Political Economy I: Theory and Approaches
AP,POLS,3275,Global Political Economy II: Issues and Problems Since 1945
AP,POLS,3300,Statistics for Social Sciences
AP,POLS,3401,Post-Communist Transformations: Can East Become West?
AP,POLS,3450,Women and Politics
AP,POLS,3500,The Rise and Fall of Communism in Russia and Eastern Europe
AP,POLS,3510,China: The Path to Modernization and Democracy
AP,POLS,3515,China: 21st Century Superpower
AP,POLS,3520,Governing the New Europe
AP,POLS,3521,A Polity in Flux
AP,POLS,3540,American Government and Politics
AP,POLS,3555,Dictatorship and Democratization in South America
AP,POLS,3560,"The Global South: Politics, Policy and Development"
AP,POLS,3570,Africa: The Politics of Transition and Resistance
AP,POLS,3900,Local to Global: City and Nation in the Age of Globalization
AP,POLS,3990,Supervised Reading and Research
AP,POLS,4010,History of Political Thought
AP,POLS,4011,Canadian Political Thought
AP,POLS,4015,Theories of Justice
AP,POLS,4025,Freedom and Equality
AP,POLS,4055,The Idea of Democracy
AP,POLS,4071,The Politics of Cyberspace
AP,POLS,4075,Encounters of Islam and Modernity
AP,POLS,4080,The Philosophy of Toleration
AP,POLS,4090,Classical Marxist Theory
AP,POLS,4091,"Marxism, Feminism, Poststructuralism"
AP,POLS,4101,Canada and the Arctic
AP,POLS,4102,Advanced Topics in Aboriginal Politics
AP,POLS,4103,Diversity and Politics in Canada
AP,POLS,4105,Judicial Administration in Canada
AP,POLS,4110,Canadian Urban Policy
AP,POLS,4117,Political Economy of NAFTA
AP,POLS,4125,Women and Current Policy Issues
AP,POLS,4165,Canadian Social Policy in Comparative Perspective
AP,POLS,4176,Politics of Provinces and Territories in Canada
AP,POLS,4180,Politics and the Mass Media in Canada
AP,POLS,4185,Culture and Communication
AP,POLS,4210,Peace Research
AP,POLS,4240,Nationalism and Citizenship
AP,POLS,4245,Gender and International Relations
AP,POLS,4255,Issues in International Human Rights
AP,POLS,4260,Contemporary Security Studies
AP,POLS,4262,Gun Politics
AP,POLS,4270,United States Foreign Policy
AP,POLS,4280,Russia in World Affairs
AP,POLS,4285,Topics in the International Political Economy of Eastern Asia
AP,POLS,4292,Political Economy of Capital Accumulation
AP,POLS,4401,Systems of Justice
AP,POLS,4404,Politics and Cultures of Neoliberal Urbanism
AP,POLS,4406,The Contemporary Politics of Work and Labour
AP,POLS,4410,Social Justice and Political Activists
AP,POLS,4422,Contemporary Iran: From Revolution to Dissent
AP,POLS,4470,Working Class Politics in Capitalist Democracies
AP,POLS,4480,"India in the 21st century: Justice, Development, Democracy"
AP,POLS,4510,Advanced Topics in Chinese Politics
AP,POLS,4517,Debates in Contemporary European Union Politics
AP,POLS,4545,Approaches to American Politics
AP,POLS,4546,"Politics, Society and Democracy in the United States"
AP,POLS,4555,Latin American Development
AP,POLS,4561,Topics in Middle East Politics
AP,POLS,4575,The Politics of Southern Africa
AP,POLS,4576,Civil Society and the State in Africa
AP,POLS,4901,Development and Inequality in the Global South Capstone
AP,POLS,4902,Global Politics Capstone
AP,POLS,4903,Canadian Democracy in a North American Context Capstone
AP,POLS,4904,Political Organizing and Communication Capstone
AP,POLS,4905,Political Economy and Political Power Capstone
AP,POLS,4906,Political Thought Capstone
AP,POLS,4909,"Law, Social Justice and Ethics Capstone"
AP,POLS,4910,Violence and Security Capstone
AP,POLS,4980,Politics Honours Colloquium
AP,POLS,4985,Global Political Studies Honours Colloquium
AP,POLS,4990,Supervised Reading and Research
AP,POR,1000,Elementary Portuguese
AP,POR,2000,Intermediate Portuguese
AP,POR,2600,Introduction to Portuguese Culture
AP,POR,3000,Advanced Portuguese
AP,POR,4010,Language in Context: Portuguese in the Greater Toronto Area
AP,POR,4630,The Works of Jorge Amado
AP,POR,4900,Independent Reading and Research
AP,PPAS,1110,Introduction to Public Administration: Bureaucracy and Western Liberal Capitalist Democracy
AP,PPAS,2110,Canadian Government
AP,PPAS,2200,Communities and Public Law
AP,PPAS,2420,Community Policing
AP,PPAS,3138,Federalism and Public Policy
AP,PPAS,3190,Public Administration
AP,PPAS,4000,Directed Reading/Special Study
AP,PPAS,4070,Sociology of Law
AP,PPAS,4110,Regional Economic Development
AP,PPAS,4111,The International Refugee Protection Regime I: Criticial Problems
AP,PPAS,4112,The International Refugee Protection Regime II: Research Seminar
AP,PPAS,4115,The Political Economy of the State and Finance
AP,PPAS,4130,"Politics, Law and the Courts"
AP,PPAS,4190,Ethics and the Public Service:  Integrity and Democracy
AP,PPAS,4200,Advanced Public Policy Analysis
AP,PPAS,4310,Program Evaluation I
AP,PPAS,4320,Program Evaluation II
AP,PPAS,4390,Public Administration of Ontario: Sub-National Governance in Comparison
AP,PPAS,4995,Practicum in Public Administration
AP,PRWR,3710,Research Methods for Reporting
AP,PRWR,3720,Fundamentals of Editing
AP,PRWR,3810,Digesting Technical Information
AP,PRWR,3820,Workshop in Presentation Strategies
AP,PRWR,3910,The Mechanics of Style
AP,PRWR,4800,Advanced Workshop 1: Visual Information and Document Design
AP,PRWR,4801,Advanced Workshop 2: Multimedia Authoring and Practices
AP,RU,1000,Elementary Russian
AP,RU,2750,Russian Culture: Continuity and Conflict (in translation)
AP,RU,3720,Tolstoy (in translation)
AP,RU,3730,Dostoevsky (in translation)
AP,RU,3740,Chekhov: Plays and Short Stories (in translation)
AP,RU,3750,Petersburg in Russian Literature and Culture (in translation)
AP,RU,4740,Chekhov: Plays and Short Stories (in translation)
AP,RU,4750,Petersburg in Russian Literature and Culture (in translation)
AP,RYER,1000,Ryerson York Exchange Course
AP,RYER,2000,Ryerson York Exchange Course
AP,RYER,3000,Ryerson York Exchange Course
AP,RYER,4000,Ryerson York Exchange Course
AP,SOCI,1010,Introduction to Sociology
AP,SOCI,2030,Sociological Research Methods
AP,SOCI,2040,Sociological Theory
AP,SOCI,2050,Social Structure and Social Change
AP,SOCI,2060,Social Interaction and Community
AP,SOCI,2070,Social Order and Social Organization
AP,SOCI,3030,Social Statistics I
AP,SOCI,3040,Advanced Sociological Theory
AP,SOCI,3060,Classic and Contemporary Issues in Social Psychology
AP,SOCI,3110,Collective Behaviour
AP,SOCI,3340,Globalization and Resistance
AP,SOCI,3355,Social Movements
AP,SOCI,3410,Social  Inequality
AP,SOCI,3420,Population and Society
AP,SOCI,3430,"Ethnicity, Power and Identity"
AP,SOCI,3450,The Sociology of Race and Racism
AP,SOCI,3480,"Organizations, Work and Society"
AP,SOCI,3490,Formal Organizations
AP,SOCI,3550,Sociology of Aging
AP,SOCI,3615,The Sociology of Occupations and Professions
AP,SOCI,3630,Sociology of Education
AP,SOCI,3650,Sociology of Religion
AP,SOCI,3660,Families and Social Change
AP,SOCI,3670,Sociology Of Sport
AP,SOCI,3690,Sociology of Gender
AP,SOCI,3810,Criminalization and Regulation
AP,SOCI,3820,Sociology of Health and Health Care
AP,SOCI,3830,Sociology of Urban Life
AP,SOCI,3860,"Women, Work and Family"
AP,SOCI,3950,Exploring Disability: An Introduction to Disability Studies
AP,SOCI,4000,Honours Thesis
AP,SOCI,4030,Independent Study
AP,SOCI,4055,Everyday Life in the Metropolis: Fieldwork Studies in Toronto
AP,SOCI,4060,The Sociology of Parent/Child Relationships
AP,SOCI,4070,Sociology of the Body
AP,SOCI,4072,Sociology of Human Reproduction
AP,SOCI,4075,"Sexuality, Social Practices and Modernity"
AP,SOCI,4120,Social Organization and Urban Culture
AP,SOCI,4200,Sociology of Conflict and Conflict Resolution
AP,SOCI,4215,"Capitalism, Ideology, and Social Theory"
AP,SOCI,4220,Social Movements: Theory and Practice
AP,SOCI,4230,Sociology of Cultures and Ethnic Identities
AP,SOCI,4310,"Culture, Health and Power"
AP,SOCI,4345,Family and Intimate Relations
AP,SOCI,4350,Immigration and Citizenship
AP,SOCI,4360,Migration Experiences: Theory and Practice
AP,SOCI,4370,Immigrant Youth In Canada - Settlement & Integration
AP,SOCI,4410,Sociology of Poverty
AP,SOCI,4430,Canada and Refugees
AP,SOCI,4440,Racialization and the Law
AP,SOCI,4450,Women in Development
AP,SOCI,4470,"Bodies, Genders and Sexualities"
AP,SOCI,4490,Studies in Sexual Regulation
AP,SOCI,4500,"Social Theory, Culture and Politics"
AP,SOCI,4610,"Women, the Welfare State and Social Policy"
AP,SOCI,4620,Issues in Sociology of Labour
AP,SOCI,4630,"Schools, Employment and Transitions"
AP,SOCI,4670,The Social Self
AP,SOCI,4680,Women and Aging
AP,SOCI,4685,"Feminist Perspectives on Families, Gender and the State"
AP,SOCI,4810,Women and the Criminal Justice System
AP,SOCI,4830,Childhood and Violence
AP,SOCI,4840,Advanced Issues in Policing
AP,SOCI,4840,Sociology of Policing
AP,SOCI,4850,Organized Crime
AP,SOCI,4910,The Sociology of Knowledge
AP,SOCI,4930,Sociology of Science and Technology
AP,SOSC,1000,Introduction to Social Science
AP,SOSC,1009,Introduction to Social Science (ESL)
AP,SOSC,1012,Understanding Social Theory
AP,SOSC,1130,International Migration
AP,SOSC,1139,International Migration (ESL)
AP,SOSC,1140,"Self, Culture and Society"
AP,SOSC,1185,Women and Society
AP,SOSC,1200,Canadian Problems
AP,SOSC,1340,Introduction to Business and Society
AP,SOSC,1341,Introduction to the Social Economy
AP,SOSC,1349,Introduction to Business and Society (ESL)
AP,SOSC,1350,Gender and the Law
AP,SOSC,1375,Introductory Socio-legal Studies
AP,SOSC,1430,Introduction to International Development Studies
AP,SOSC,1439,Introduction to International Development Studies (ESL)
AP,SOSC,1510,The Future of Work
AP,SOSC,1520,Markets and Democracy: The Development of Industrial Society
AP,SOSC,1650,Introduction to Criminology
AP,SOSC,1731,CyberCities: The Community and Communication in Changing Urban Areas
AP,SOSC,1732,The Culture of Cities
AP,SOSC,1750,Development of Urban Economies: Comparing Canada and the Third World
AP,SOSC,1801,"Health Controversies: Issues of Health, Illness and Society"
AP,SOSC,1809,"Health Controversies: Issues of Health, Illness and Society (ESL)"
AP,SOSC,2000,Interdisciplinary Approaches to Social Inquiry
AP,SOSC,2110,A Critical Study of Health and Society
AP,SOSC,2150,Health in Crisis: Issues of Health Environments and Poverty
AP,SOSC,2210,Labour Relations in Canada
AP,SOSC,2211,Diversity in the Canadian Workplace
AP,SOSC,2330,"Political Economy of Law, Policy and Organization"
AP,SOSC,2340,Intermediate Business and Society
AP,SOSC,2349,Intermediate Business and Society (ESL)
AP,SOSC,2350,Law and Society
AP,SOSC,2351,Human Rights in a Social-Legal Context
AP,SOSC,2435,Introduction to South Asian Studies
AP,SOSC,2461,Caribbean Migrations
AP,SOSC,2480,Introduction to African Studies
AP,SOSC,2560,Ideology and Everyday Life
AP,SOSC,2570,Perspectives on Human Nature and Political Thought
AP,SOSC,2650,Theories of Criminology
AP,SOSC,2652,Criminal Justice Systems
AP,SOSC,2710,City Lives and City Forms: An Introduction to Urban Studies
AP,SOSC,2800,Development in Comparative and Historical Perspective
AP,SOSC,3040,Corporate Social Responsibility
AP,SOSC,3041,The Social Economy and Alternative Development
AP,SOSC,3099,Directed Reading
AP,SOSC,3113,Health Care Professions: Theories and Issues
AP,SOSC,3116,The Patient
AP,SOSC,3118,The Politics of Addiction
AP,SOSC,3169,Occupational Health
AP,SOSC,3210,The Working Class in Canadian Society
AP,SOSC,3211,"Work for a Change: Strategic Research, Organizing and Communications"
AP,SOSC,3240,Labour and Globalization I: North American Perspectives
AP,SOSC,3241,Labour and Globalization II: Comparative Perspectives
AP,SOSC,3360,Canadian Charter of Rights and Freedoms
AP,SOSC,3361,Disability and the Law: Critical Perspective on Disability Rights Legislation
AP,SOSC,3363,Research Strategies in Law & Society
AP,SOSC,3364,Designing Research in Law and Society
AP,SOSC,3365,Privacy and the Law
AP,SOSC,3370,Social Justice and Law
AP,SOSC,3375,Socio-legal Theories
AP,SOSC,3380,"Law, Labour and the State"
AP,SOSC,3391,Social Diversity and the Law
AP,SOSC,3392,International Perspectives in Law and Society: Ethnographies of Rights
AP,SOSC,3410,Political Economy of Latin America and the Caribbean
AP,SOSC,3480,"Culture, Democracy and Development in Africa"
AP,SOSC,3481,An Introduction to African Diasporas: Identities and Practices
AP,SOSC,3511,"Radical Ideas and Ideologies in the Modern Age:  Community, Alienation, and Revolution"
AP,SOSC,3512,Postcolonial Theory
AP,SOSC,3543,Introduction to Gender and Development: Key Themes in Critique and Practice
AP,SOSC,3552,Political Economy as a Moral Science: The Economics of Marx and Keynes
AP,SOSC,3654,The Politics of Crime Prevention
AP,SOSC,3655,Policing
AP,SOSC,3656,Punishment
AP,SOSC,3700,Urban Analysis
AP,SOSC,3710,Theory and Practice of Urban Planning
AP,SOSC,3735,Postcolonial Urbanism: Asian Cities in Context
AP,SOSC,3745,City Building: Current Issues in Canadian Urbanism
AP,SOSC,3746,Cities as Neighbourhoods and Communities
AP,SOSC,3760,Toronto Urban Growth and Community
AP,SOSC,3800,Development Studies and Research Methods
AP,SOSC,3801,Understanding Planning and Management for Development
AP,SOSC,3815,"Jobs, Unemployment and Canadian Labour Market Policy"
AP,SOSC,3917,Contemporary Jewish Life in North America
AP,SOSC,3918,Sephardi Jews of Muslim Lands
AP,SOSC,3920,"Disability and Society: Historical, Socio-Cultural and International Perspectives"
AP,SOSC,3921,Indigenous Health and Healing: Interdisciplinary and Traditional Dialogues
AP,SOSC,3930,University and Society
AP,SOSC,3970,India: Culture and Society
AP,SOSC,3980,Workers' Organizations
AP,SOSC,3982,"States, Markets and Work-Life Balance: Canadian Employment and Labour Policies"
AP,SOSC,3992,Popular Trials
AP,SOSC,3993,Strategies of Social Science Research
AP,SOSC,4000,Topics in Social Science Research
AP,SOSC,4040,Issues in Business and Society
AP,SOSC,4043,Corporate Governance and Business Law in Comparative Context
AP,SOSC,4044,Ethics and Economics
AP,SOSC,4045,"Business, Communications and Society"
AP,SOSC,4046,Social Economy Practicum
AP,SOSC,4047,The Business of Neoliberal Globalisation
AP,SOSC,4099,Directed Reading
AP,SOSC,4113,Advanced Seminar: Knowledges and Practices in Health
AP,SOSC,4140,Health and Society Seminar
AP,SOSC,4141,Women and Health
AP,SOSC,4150,Aging and Caregiving
AP,SOSC,4210,Labour Relations Simulation
AP,SOSC,4240,Labour Studies Placement
AP,SOSC,4250,Special Topics in Work and Labour Studies
AP,SOSC,4350,Law and Society Honours Seminar
AP,SOSC,4352,Law and Society Honours Seminar: Social Dimensions of Criminal Law
AP,SOSC,4355,"Law and Society Honours Seminar: Gender, Sex and the Supreme Court"
AP,SOSC,4356,"Law and Society Honours Seminar: Globalization, Law & Democracy"
AP,SOSC,4358,Law and Society Honours Seminar: Law and Sexuality
AP,SOSC,4359,Law and Society Honours Seminar: Law and Governance
AP,SOSC,4360,Social Movements and Legal Mobilization
AP,SOSC,4361,"Law and Society Honours Seminar: Law, Culture and Representation"
AP,SOSC,4362,Law and Society Honours Seminar: Law and Politics
AP,SOSC,4370,State of the Art in Law & Society
AP,SOSC,4435,Advanced Topics in South Asian Studies
AP,SOSC,4436,India and Globalization
AP,SOSC,4450,Aspects of Modern Latin American and Caribbean Studies: Culture and Politics
AP,SOSC,4452,State and Civil Society in Latin America: Social Movements and Community Development in the 21st Century
AP,SOSC,4500,The Emergence of Modernity
AP,SOSC,4510,African Popular Culture
AP,SOSC,4511,Social and Political Thought Seminar
AP,SOSC,4600,Advanced Seminar in International Development Studies
AP,SOSC,4650,Criminology Honours Seminar
AP,SOSC,4652,Contemporary Issues in Criminology
AP,SOSC,4654,Representing Crime
AP,SOSC,4655,Cultures of Violence
AP,SOSC,4658,"Law, Crime and Borders"
AP,SOSC,4700,Urban Studies Seminar
AP,SOSC,4710,Urban Field Experience
AP,SOSC,4735,Seminar in Urban Theory
AP,SOWK,1011,Introduction to Critical Social Work
AP,SOWK,2020,Addiction in Contemporary Society
AP,SOWK,2025,"Eating Disorders: The Political, Social and Psychological Issues"
AP,SOWK,2030,Critical Perspectives on Society
AP,SOWK,2035,Current Issues in Mental Health
AP,SOWK,2050,"Identity, Diversity and Anti-Discriminatory Practice"
AP,SOWK,3041,Communication
AP,SOWK,3060,Integrated Social Work Practice
AP,SOWK,3070,Foundations of Social Work Research
AP,SOWK,3110,Policy Frameworks
AP,SOWK,3590,"Inside-Out Prison Exchange Program Elective: Women, Madness and Criminalization"
AP,SOWK,4000,Practicum in Social Work I
AP,SOWK,4001,Practicum in Social Work II
AP,SOWK,4020,"Issues in the Study of the Welfare State: Power, Organization and Bureaucracy"
AP,SOWK,4130,Social Work with Immigrants and Refugees
AP,SOWK,4140,Social Advocacy
AP,SOWK,4210,Directed Readings/Special Studies
AP,SOWK,4230,Social Construction of Aging and Social Work
AP,SOWK,4270,Indigenous Peoples and Canadian Social Welfare Policy: Reflecting on Relationship
AP,SOWK,4290,The Family in Social Work
AP,SOWK,4350,"Poverty, Equality and Social Justice"
AP,SOWK,4380,Child Welfare Policies and Services
AP,SOWK,4450,International Social Work
AP,SOWK,4460,Addictions
AP,SOWK,4470,Family Mediation
AP,SP,1000,Elementary Spanish
AP,SP,1001,Elementary Spanish for Professional Communication
AP,SP,1002,Elementary Spanish Grammar & Writing
AP,SP,2000,Intermediate Spanish
AP,SP,2010,Intermediate Spanish for Native Speakers
AP,SP,2200,Introduction to Spanish Literature
AP,SP,3000,Advanced Spanish Language and Grammar
AP,SP,3210,Aspects of Spanish-American Literature
AP,SP,4120,History of the Spanish Language
AP,SP,4130,Varieties of Spanish Worldwide
AP,SP,4350,Spanish Prose of the Golden Age
AP,SP,4580,Spanish-American Modernismo
AP,SWAH,1000,Introduction to Swahili
AP,SXST,1600,Introduction to Sexuality Studies
AP,SXST,1601,Introduction to Sexuality Studies
AP,SXST,3601,Heterosexualities
AP,SXST,3603,"Sexual Activism, Movements and Politics"
AP,SXST,3604,Porn Studies: An Introduction to Cultures of Sexual Representation
AP,SXST,3901,Directed Readings/Travaux Individuels
AP,SXST,4901,Directed Readings/Travaux Individuels
AP,TYP,1010,TYP Resources Workshop I: Learning Skills and Writing Supports
AP,TYP,1011,TYP Resources Workshop II: Introduction to University Culture and Student Success
AP,TYP,1020,TYP Skills Workshop I: Quantitative Skills
AP,TYP,1021,TYP Skills Workshop II: Directed Campus Exploration
AP,WRIT,1000,Academic Writing in the Social Sciences
AP,WRIT,1003,Professional Writing: An Introduction
AP,WRIT,1004,Research for Professional Writers
AP,WRIT,1200,"Academic Reading, Thinking, and Writing in the Humanities"
AP,WRIT,1300,Theories of Writing
AP,WRIT,1400,"Critical Thinking, Reading and Writing"
AP,WRIT,1500,Writing and Computers
AP,WRIT,1600,Academic Writing: Developing Sentence Sense
AP,WRIT,1700,Writing: Theory and Practice
AP,WRIT,2000,Writing and Research about Business
AP,WRIT,2300,A Writer's Introduction to Research
AP,WRIT,2710,Grammar & Proofreading
AP,WRIT,2720,Prose: Style & Argument
AP,WRIT,3700,Introduction to Periodical Writing
AP,WRIT,3710,Introduction to Institutional Writing
AP,WRIT,3720,Books and Bookmaking in the 21st Century
AP,WRIT,3730,Substantive Editing
AP,WRIT,3900,Professional Writing for Nurses
AP,WRIT,3988,Effective Writing and Research
AP,WRIT,3989,Writing in the Workplace
AP,WRIT,4700,Advanced Topics in Periodical Writing
AP,WRIT,4701,Journalism Ethics: A Practical and Theoretical Approach
AP,WRIT,4710,The Ethics of Publicity
AP,WRIT,4711,Practical Studies in Damage Control
AP,WRIT,4720,Print Culture and the History of the Book
AP,WRIT,4721,Book Publishing Practicum
AP,WRIT,4752,Reading the News: Examining the Rhetoric of the Press
AP,YDSH,2000,Intermediate Yiddish Language
ED,ACTG,3051,Teaching and Learning Accounting in the Intermediate/Senior Division
ED,AUCO,3555,Educational Audiology
ED,AUCO,3565,Classroom Amplification for Deaf/Hard of Hearing Learners
ED,BBED,3570,Bilingual - Bicultural Education
ED,BIOL,3051,Teaching Biology In the Intermediate Senior Division
ED,BUSI,3051,Teaching and Learning Business Studies in the Intermediate/Senior Division
ED,CHEM,3051,Teaching Chemistry in the Intermediate Senior Division
ED,CMYR,2100,Practicum Seminar 1: Studies in Communities and Their Schools
ED,CMYR,2400,Communication & The Education Process
ED,CMYR,2500,Socialization & Human Development
ED,COST,3051,Teaching Computer Studies in the Senior Division
ED,DANC,3041,Teaching Dance in the Intermediate Division
ED,DANC,3051,Teaching Dance in the Intermediate Senior Division
ED,DEST,3770,Deaf  Studies - Introduction
ED,DEST,3780,Deaf  Studies - Culture and Community
ED,DEVO,2500,Human Development Through Fine Arts
ED,DRAA,3041,Teaching Dramatic Arts in the Intermediate Division
ED,DRAA,3051,Teaching Dramatic Arts in the  Intermediate Senior Division
ED,ECON,3051,Teaching and Learning Economics in the I/S Division
ED,EDUC,1000,"Rethinking Schooling: A ""Re-Introduction"" to Education"
ED,EDUC,2000,Teaching and Learning for Inclusive Classrooms
ED,EDUC,2200,Issues in Indigenous Education
ED,EDUC,2400,Education as Communication
ED,EDUC,2700,Teaching Internationally and Interculturally
ED,EDUC,3000,Teaching Religious Education in Roman Catholic Separate Schools
ED,EDUC,3100,Teaching and Learning French in Elementary Classrooms
ED,EDUC,3110,Teaching and Learning French in Immersion Classrooms
ED,EDUC,3300,Urban Education
ED,EDUC,3310,The Adolescent & The Teacher
ED,EDUC,3400,Models Of Education
ED,EDUC,3500,Inclusive Education
ED,EDUC,3600,Literacy and Culture
ED,EDUC,3610,New Media Literacies and Culture
ED,EDUC,3700,Educating  for a Sustainable Future:A Multidisciplinary Approach
ED,EDUC,3710,Global Issues and Education
ED,EDUC,3720,Philosophical Inquiry into Critical Thinking and Curriculum
ED,EDUC,3730,Education and Human Rights
ED,EDUC,3760,Early and Family Literacy
ED,EDUC,3800,Arts & Ideas
ED,EDUC,3900,Studies in Popular Culture
ED,EDUC,3910,Reflecting on and Interpreting the International Education Experience
ED,EN,3041,Teaching English in the Intermediate Division
ED,EN,3051,Teaching English in the Intermediate Senior Division
ED,ENTR,3051,Teaching and Learning Entrepreneurship in the Intermediate/Senior Division
ED,ENVS,3051,Teaching Environmental Science in the Intermediate and Senior Divisions
ED,FAST,3051,Teaching Family Studies in the I/S Division
ED,FINA,2400,Arts and Ideas in Education
ED,FINA,3330,Social Foundations Of F.A. Education
ED,FNDS,3330,Aspects Of Foundations Of Education
ED,FREN,3041,Teaching French in the Intermediate Division
ED,FREN,3051,Teaching French in the Intermediate Senior Division
ED,GEOG,3041,Teaching Geography in the Intermediate Division
ED,GEOG,3051,Teaching Geography in the Intermediate Senior Division
ED,HEB,2030,Teaching Hebrew & Jewish Studies I
ED,HEB,3030,Teaching Hebrew & Jewish Studies II
ED,HIST,3041,Teaching History in the Intermediate Division
ED,HIST,3051,Teaching History in the Intermediate Senior Division
ED,INDS,1200,"Aboriginal People, Identity and Education"
ED,INDS,3900,Independent Studies - Teaching German at the Intermediate Senior Division
ED,INDS,3901,Independent Studies: Latin
ED,INDS,3901,Independent Studies: Native Studies
ED,INLE,2200,Inquiries into Learning
